,Manufacturer,Model,Car_Name,Variant,Body_Type,Fuel_Type,Gear_Type,Drivetrain,Displacement,Cylinders,Mileage,Power,Torque,Fuel_tank,Height,Length,Width,Doors,Seats,Wheelbase,Airbags,On_road_price
368,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Std (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,21.4,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,384030
369,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Lxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,21.4,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,1,417180
370,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Lxi (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,21.4,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,423300
371,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,1,441150
372,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,447270
373,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi Ags,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,1,485010
374,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi+,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,465120
375,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi (O) Ags,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,491130
376,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Vxi+ Ags,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),998,3,21.7,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,2,508980
377,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Lxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,0,434814
378,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Vxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,0,474440
379,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Vxi At,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,0,518300
380,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Zxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,500742
381,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Zxi (Opt),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,541904
383,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Zxi Ags,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,544602
384,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Lxi Mt (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,443352
385,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Vxi (O) Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,481702
386,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Vxi (O) Ags,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,525562
387,Maruti Suzuki,Celerio,Maruti Suzuki Celerio,Zxi (O) Ags,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,554144
390,Hyundai,Grand I10 Prime,Hyundai Grand I10 Prime,Era T Vtvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,19.77,81.86,114,43.0,1520.0,3765.0,1660.0,5,5,2425.0,1,469576
391,Hyundai,Grand I10 Prime,Hyundai Grand I10 Prime,Era T+ Vtvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,19.77,81.86,114,43.0,1520.0,3765.0,1660.0,5,5,2425.0,1,487061
394,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2 6Str,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,0,497957
395,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2+ 6Str,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,542827
396,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2 D 6Str,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,0,602613
397,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2+ D 6Str,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,631627
398,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K4+ D 6Str,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,680618
399,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K4+ 6Str,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,591237
400,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K6+ 6Str,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,643766
401,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K6+ D 6Str,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,769638
402,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 6Str,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,707421
403,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 D 6Str,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,803050
404,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 6 Str Dual Tone,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,715065
405,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 D 6 Str Dual Tone,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,2,810696
406,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K4+ 5Str,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,584715
407,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K6+ 5Str,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,643768
408,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 5Str,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,700918
409,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K4+ D 5Str,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,674048
410,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K6+ D 5Str,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,763090
411,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K8 D 5Str,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,5,2385.0,2,796501
412,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2 D 5Str Taxi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,5,2385.0,0,561158
413,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2 D 6Str Taxi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1198,3,25.32,75.95,190,35.0,1655.0,3700.0,1735.0,5,6,2385.0,0,570935
414,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2 5Str Cng Taxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,5,2385.0,0,534798
415,Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,K2 6Str Cng Taxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.15,80.88,115,35.0,1655.0,3700.0,1735.0,5,6,2385.0,0,553771
416,Maruti Suzuki,Swift,Maruti Suzuki Swift,Lxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.4,81.86,113,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,529380
417,Maruti Suzuki,Swift,Maruti Suzuki Swift,Vxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.4,81.86,113,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,631380
418,Maruti Suzuki,Swift,Maruti Suzuki Swift,Vxi Amt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,20.4,81.86,113,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,679320
419,Maruti Suzuki,Swift,Maruti Suzuki Swift,Zxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.4,81.86,113,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,691560
420,Maruti Suzuki,Swift,Maruti Suzuki Swift,Zxi Amt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,20.4,81.86,113,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,739500
421,Maruti Suzuki,Swift,Maruti Suzuki Swift,Zxi Plus,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.4,81.86,113,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,773160
422,Maruti Suzuki,Swift,Maruti Suzuki Swift,Ldi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,25.2,73.97,190,37.0,1530.0,3840.0,1735.0,5,5,2430.0,2,610980
423,Maruti Suzuki,Swift,Maruti Suzuki Swift,Vdi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,25.2,73.97,190,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,711960
424,Maruti Suzuki,Swift,Maruti Suzuki Swift,Vdi Amt,Hatchback,Diesel,Automatic,FWD (Front Wheel Drive),1248,4,25.2,73.97,190,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,759900
425,Maruti Suzuki,Swift,Maruti Suzuki Swift,Zdi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,25.2,73.97,190,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,772140
426,Maruti Suzuki,Swift,Maruti Suzuki Swift,Zdi Amt,Hatchback,Diesel,Automatic,FWD (Front Wheel Drive),1248,4,25.2,73.97,190,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,820080
427,Maruti Suzuki,Swift,Maruti Suzuki Swift,Zdi Plus,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,25.2,73.97,190,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,854760
428,Maruti Suzuki,Swift,Maruti Suzuki Swift,Zxi Plus Amt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,20.4,81.86,113,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,818040
429,Maruti Suzuki,Swift,Maruti Suzuki Swift,Zdi Plus Amt,Hatchback,Diesel,Automatic,FWD (Front Wheel Drive),1248,4,25.2,73.97,190,37.0,1530.0,3840.0,1735.0,5,5,2450.0,2,901680
430,Tata,Altroz,Tata Altroz,Xe Petrol,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1199,3,18.0,84.82,113,37.0,1523.0,3990.0,1755.0,5,5,2501.0,2,539580
435,Tata,Altroz,Tata Altroz,Xe Diesel,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1497,4,25.0,88.77,200,37.0,1523.0,3990.0,1755.0,5,5,2501.0,2,712980
451,Tata,Tigor,Tata Tigor,Revotron Xe,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,113,35.0,1537.0,3992.0,1677.0,4,5,2450.0,0,586500
452,Tata,Tigor,Tata Tigor,Revotron Xm,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,113,35.0,1537.0,3992.0,1677.0,4,5,2450.0,0,622200
453,Tata,Tigor,Tata Tigor,Revotron Xz,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,113,35.0,1537.0,3992.0,1677.0,4,5,2450.0,2,663000
454,Tata,Tigor,Tata Tigor,Revotron Xz Plus,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,113,35.0,1537.0,3992.0,1677.0,4,5,2450.0,2,712980
455,Tata,Tigor,Tata Tigor,Revotron Xma,Sedan,Petrol,AMT,FWD (Front Wheel Drive),1199,3,23.0,84.82,113,35.0,1537.0,3992.0,1677.0,4,5,2450.0,2,673200
456,Tata,Tigor,Tata Tigor,Revotron Xza Plus,Sedan,Petrol,AMT,FWD (Front Wheel Drive),1199,3,23.0,84.82,113,35.0,1537.0,3992.0,1677.0,4,5,2450.0,2,763980
457,Tata,Zest,Tata Zest,Xe Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1193,4,17.6,88.77,140,44.0,1570.0,3995.0,1706.0,4,5,2470.0,0,593932
458,Tata,Zest,Tata Zest,Xe Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,23.0,73.97,190,44.0,1570.0,3995.0,1706.0,4,5,2470.0,0,717004
459,Tata,Zest,Tata Zest,Xm Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1193,4,17.6,88.77,140,44.0,1570.0,3995.0,1706.0,4,5,2470.0,0,667004
460,Tata,Zest,Tata Zest,Xms Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1193,4,17.6,88.77,140,44.0,1570.0,3995.0,1706.0,4,5,2470.0,2,686093
461,Tata,Zest,Tata Zest,Xt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1193,4,17.6,88.77,140,44.0,1570.0,3995.0,1706.0,4,5,2470.0,2,747124
462,Tata,Zest,Tata Zest,Xm Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,23.0,73.97,190,44.0,1570.0,3995.0,1706.0,4,5,2470.0,0,782663
463,Tata,Zest,Tata Zest,Xms Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.65,73.97,190,44.0,1570.0,3995.0,1706.0,5,5,2470.0,2,809775
464,Tata,Zest,Tata Zest,Xt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,23.0,88.77,200,44.0,1570.0,3995.0,1706.0,4,5,2470.0,2,872469
465,Tata,Zest,Tata Zest,Xma Diesel,Sedan,Diesel,AMT,FWD (Front Wheel Drive),1248,4,23.0,73.97,190,44.0,1570.0,3995.0,1706.0,4,5,2470.0,0,853046
466,Tata,Zest,Tata Zest,Xta Diesel,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1248,4,23.0,88.77,200,44.0,1570.0,3995.0,1706.0,4,5,2470.0,2,1008780
467,Tata,Zest,Tata Zest,Zest Premio Edition,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.65,73.97,190,44.0,1570.0,3995.0,1706.0,5,5,2470.0,2,804572
468,Honda,Amaze,Honda Amaze,S Cvt Petrol,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1199,4,19.0,88.77,110,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,778260
469,Honda,Amaze,Honda Amaze,E Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,27.4,98.63,200,35.0,1498.0,3995.0,1695.0,4,5,2470.0,2,719100
470,Honda,Amaze,Honda Amaze,E Mt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1199,4,19.5,88.77,110,35.0,1498.0,3995.0,1695.0,4,5,2470.0,2,604860
471,Honda,Amaze,Honda Amaze,S Cvt Diesel,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,23.8,78.91,160,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,882300
472,Honda,Amaze,Honda Amaze,V Cvt Petrol,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1199,4,19.0,88.77,110,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,839460
473,Honda,Amaze,Honda Amaze,V Cvt Diesel,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,23.8,78.91,160,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,943500
474,Honda,Amaze,Honda Amaze,S Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,27.4,98.63,200,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,800700
475,Honda,Amaze,Honda Amaze,Vx Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,27.4,98.63,200,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,910860
476,Honda,Amaze,Honda Amaze,V Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,27.4,98.63,200,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,861900
477,Honda,Amaze,Honda Amaze,Vx Mt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1199,4,19.5,88.77,110,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,796620
478,Honda,Amaze,Honda Amaze,V Mt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1199,4,19.5,88.77,110,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,747660
479,Honda,Amaze,Honda Amaze,S Mt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1198,4,19.5,88.77,110,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,686460
480,Honda,Amaze,Honda Amaze,Exclusive Edition Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,27.4,98.63,200,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,924120
481,Honda,Amaze,Honda Amaze,Exclusive Edition Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1199,4,19.5,88.77,110,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,809880
482,Honda,Amaze,Honda Amaze,Vx Cvt Diesel,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,27.4,98.63,200,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,985320
483,Honda,Amaze,Honda Amaze,Vx Cvt Petrol,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1199,4,19.5,88.77,110,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,881280
484,Honda,Amaze,Honda Amaze,Ace Edition Cvt Diesel,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,27.4,98.63,200,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,998886
485,Honda,Amaze,Honda Amaze,Ace Edition Cvt Petrol,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1199,4,19.5,88.77,110,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,894846
486,Honda,Amaze,Honda Amaze,Ace Edition Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,27.4,98.63,200,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,924426
487,Honda,Amaze,Honda Amaze,Ace Edition Mt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1199,4,19.5,88.77,110,35.0,1501.0,3995.0,1695.0,4,5,2470.0,2,810186
488,Maruti Suzuki,Gypsy,Maruti Suzuki Gypsy,Hard Top,SUV,Petrol,Manual,4WD,1298,4,11.9,78.91,103,40.0,1875.0,4010.0,1540.0,3,8,2375.0,0,650089
489,Maruti Suzuki,Gypsy,Maruti Suzuki Gypsy,Soft Top,SUV,Petrol,Manual,4WD,1298,4,11.9,78.91,103,40.0,1845.0,4010.0,1540.0,3,8,2375.0,0,635184
490,Hyundai,Venue,Hyundai Venue,1.2 Kappa Mt E,SUV,Petrol,Manual,FWD (Front Wheel Drive),1197,4,17.52,80.88,112,45.0,1590.0,3995.0,1770.0,5,5,2500.0,2,668100
491,Hyundai,Venue,Hyundai Venue,1.0 Turbo Gdi Mt S,SUV,Petrol,Manual,FWD (Front Wheel Drive),998,4,18.27,115.4,172,45.0,1590.0,3995.0,1770.0,5,5,2500.0,2,842520
493,Hyundai,Venue,Hyundai Venue,1.0 Turbo Gdi Mt Sx,SUV,Petrol,Manual,FWD (Front Wheel Drive),998,4,18.27,115.4,172,45.0,1590.0,3995.0,1770.0,5,5,2500.0,2,978180
494,Hyundai,Venue,Hyundai Venue,1.0 Turbo Gdi Mt Sx Dual Tone,SUV,Petrol,Manual,FWD (Front Wheel Drive),998,4,18.27,115.4,172,45.0,1590.0,3995.0,1770.0,5,5,2500.0,2,993480
495,Hyundai,Venue,Hyundai Venue,1.0 Turbo Gdi Mt Sx(O),SUV,Petrol,Manual,FWD (Front Wheel Drive),998,4,18.27,115.4,1712,45.0,1590.0,3995.0,1770.0,5,5,2500.0,6,1086300
496,Hyundai,Venue,Hyundai Venue,1.0 Turbo Gdi Dct S,SUV,Petrol,DCT,FWD (Front Wheel Drive),998,4,18.15,116.39,172,45.0,1590.0,3995.0,1770.0,5,5,2500.0,2,958800
497,Hyundai,Venue,Hyundai Venue,1.0 Turbo Gdi Dct Sx Plus,SUV,Petrol,DCT,FWD (Front Wheel Drive),998,4,18.15,116.39,172,45.0,1590.0,3995.0,1770.0,5,5,2500.0,2,1137810
498,Hyundai,Venue,Hyundai Venue,1.2 Kappa Mt S,SUV,Petrol,Manual,FWD (Front Wheel Drive),1197,4,17.52,80.88,115,45.0,1590.0,3995.0,1770.0,5,5,2500.0,2,739500
502,Hyundai,Venue,Hyundai Venue,1.4 Crdi Mt Sx(O),SUV,Diesel,Manual,FWD (Front Wheel Drive),1397,4,23.7,88.77,22,45.0,1590.0,3995.0,1770.0,5,5,2500.0,6,1110780
504,Tata,Nexon,Tata Nexon,Xm,SUV,Petrol,Manual,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,785400
505,Tata,Nexon,Tata Nexon,Xz,SUV,Petrol,Manual,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,887400
506,Tata,Nexon,Tata Nexon,Xz Plus,SUV,Petrol,Manual,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,969000
507,Tata,Nexon,Tata Nexon,Xz Plus Dual Tone,SUV,Petrol,Manual,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,989400
508,Tata,Nexon,Tata Nexon,Xz Plus (O),SUV,Petrol,Manual,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1060800
509,Tata,Nexon,Tata Nexon,Xz Plus (O) Dual Tone,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1081200
510,Tata,Nexon,Tata Nexon,Xma,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,846600
511,Tata,Nexon,Tata Nexon,Xza Plus,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1030200
512,Tata,Nexon,Tata Nexon,Xza Plus Dual Tone,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1050600
513,Tata,Nexon,Tata Nexon,Xza Plus (O),SUV,Petrol,Automatic,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1122000
514,Tata,Nexon,Tata Nexon,Xza Plus (O) Dual Tone,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1198,3,17.6,108.5,170,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1142400
515,Tata,Nexon,Tata Nexon,Xe Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,861900
516,Tata,Nexon,Tata Nexon,Xm Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,938400
517,Tata,Nexon,Tata Nexon,Xz Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1040400
518,Tata,Nexon,Tata Nexon,Xz Plus Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1122000
519,Tata,Nexon,Tata Nexon,Xz Plus Diesel Dual Tone,SUV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1142400
520,Tata,Nexon,Tata Nexon,Xz Plus (O) Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1213800
