,Manufacturer,Model,Car_Name,Variant,Body_Type,Fuel_Type,Gear_Type,Drivetrain,Displacement,Cylinders,Mileage,Power,Torque,Fuel_tank,Height,Length,Width,Doors,Seats,Wheelbase,Airbags,On_road_price
184,Ford,Aspire,Ford Aspire,1.2 Ti-Vct Trend Plus,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1194,4,20.4,94.69,120,42.0,1525.0,3995.0,1704.0,4,5,2490.0,2,711348
185,Ford,Aspire,Ford Aspire,1.2 Ti-Vct Trend,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1194,4,20.4,94.69,120,42.0,1525.0,3995.0,1704.0,4,5,2490.0,2,676668
186,Ford,Aspire,Ford Aspire,1.5 Tdci Ambiente,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40.0,1525.0,3995.0,1704.0,4,5,2490.0,2,713388
187,Ford,Aspire,Ford Aspire,1.5 Tdci Trend,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40.0,1525.0,3995.0,1704.0,4,5,2490.0,2,752148
188,Ford,Aspire,Ford Aspire,1.5 Tdci Trend Plus,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40.0,1525.0,3995.0,1705.0,4,5,2490.0,2,792948
189,Ford,Aspire,Ford Aspire,1.5 Tdci Titanium,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40.0,1525.0,3995.0,1704.0,4,5,2490.0,2,833748
190,Ford,Aspire,Ford Aspire,1.5 Tdci Titanium Plus,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40.0,1525.0,3995.0,1704.0,4,5,2490.0,6,879648
191,Ford,Aspire,Ford Aspire,1.2 Ti-Vct Titanium Plus,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1194,4,19.4,94.69,120,42.0,1525.0,3995.0,1704.0,4,5,2490.0,6,798048
192,Ford,Aspire,Ford Aspire,1.2 Ti-Vct Titanium,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1194,4,19.4,94.69,120,42.0,1525.0,3995.0,1704.0,4,5,2490.0,2,752148
194,Ford,Aspire,Ford Aspire,1.2 Ti-Vct Blu,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1194,4,19.4,94.69,120,42.0,1525.0,3995.0,1704.0,4,5,2490.0,2,777648
195,Ford,Aspire,Ford Aspire,1.5 Tdci Blu,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,26.1,98.63,215,40.0,1525.0,3995.0,1704.0,4,5,2490.0,2,859248
196,Toyota,Platinum Etios,Toyota Platinum Etios,G,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,639642
197,Toyota,Platinum Etios,Toyota Platinum Etios,V,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,732972
198,Toyota,Platinum Etios,Toyota Platinum Etios,Gd,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,749394
199,Toyota,Platinum Etios,Toyota Platinum Etios,Vd,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,845172
200,Toyota,Platinum Etios,Toyota Platinum Etios,Vxd,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,906168
201,Toyota,Platinum Etios,Toyota Platinum Etios,Vx,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,793968
202,Toyota,Platinum Etios,Toyota Platinum Etios,Gx,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,703392
203,Toyota,Platinum Etios,Toyota Platinum Etios,Gxd,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,815592
204,Toyota,Platinum Etios,Toyota Platinum Etios,Vxd Limited Edition,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,931668
205,Toyota,Platinum Etios,Toyota Platinum Etios,Vx Limited Edition,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45.0,1510.0,4369.0,1695.0,4,5,2550.0,2,819468
206,Toyota,Etios Cross,Toyota Etios Cross,V,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1496,4,16.78,88.77,132,45.0,1555.0,3895.0,1735.0,5,5,2460.0,2,818040
207,Toyota,Etios Cross,Toyota Etios Cross,G,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,17.71,78.91,104,45.0,1555.0,3895.0,1735.0,5,5,2460.0,2,663000
208,Toyota,Etios Cross,Toyota Etios Cross,Vd,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1555.0,3895.0,1735.0,5,5,2460.0,2,813450
209,Toyota,Etios Cross,Toyota Etios Cross,Gd,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1555.0,3895.0,1735.0,5,5,2460.0,2,781320
210,Toyota,Etios Cross,Toyota Etios Cross,1.2 X Edition,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,17.71,78.91,104,45.0,1555.0,3895.0,1735.0,5,5,2460.0,2,681870
211,Toyota,Etios Cross,Toyota Etios Cross,1.4 X Edition,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1555.0,3895.0,1735.0,5,5,2460.0,2,832320
212,Mahindra,Verito Vibe,Mahindra Verito Vibe,D2,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1461,4,20.08,64.11,160,50.0,1540.0,3991.0,1740.0,5,5,2630.0,0,670780
213,Mahindra,Verito Vibe,Mahindra Verito Vibe,D4,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1461,4,20.08,64.11,160,50.0,1540.0,3991.0,1740.0,5,5,2630.0,0,699443
214,Mahindra,Verito Vibe,Mahindra Verito Vibe,D6,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1461,4,20.08,64.11,160,50.0,1540.0,3991.0,1740.0,5,5,2630.0,1,765436
215,Fiat,Urban Cross,Fiat Urban Cross,1.3 Multijet Active,Crossover,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.0,91.73,209,45.0,1542.0,3989.0,1706.0,5,5,2510.0,0,691170
216,Fiat,Urban Cross,Fiat Urban Cross,1.3 Multijet Dynamic,Crossover,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.0,91.73,209,45.0,1542.0,3989.0,1706.0,5,5,2510.0,0,753855
217,Fiat,Urban Cross,Fiat Urban Cross,1.4 T-Jet Emotion,Crossover,Petrol,Manual,FWD (Front Wheel Drive),1368,4,17.1,138.08,210,45.0,1542.0,3989.0,1706.0,5,5,2510.0,2,997066
218,Fiat,Urban Cross,Fiat Urban Cross,1.3 Multijet Emotion,Crossover,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.0,91.73,209,45.0,1542.0,3989.0,1706.0,5,5,2510.0,2,826415
219,Toyota,Glanza,Toyota Glanza,G Hybrid,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,23.87,87.78,113,37.0,1540.0,3995.0,1745.0,5,5,2520.0,2,736338
220,Toyota,Glanza,Toyota Glanza,V,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,21.01,80.88,113,37.0,1540.0,3995.0,1745.0,5,5,2520.0,2,773364
221,Toyota,Glanza,Toyota Glanza,G Cvt,Hatchback,Petrol,CVT,FWD (Front Wheel Drive),1197,4,19.56,80.88,113,37.0,1540.0,3995.0,1745.0,5,5,2520.0,2,846498
222,Toyota,Glanza,Toyota Glanza,V Cvt,Hatchback,Petrol,CVT,FWD (Front Wheel Drive),1197,4,19.56,80.88,113,37.0,1540.0,3995.0,1745.0,5,5,2520.0,2,908004
223,Toyota,Glanza,Toyota Glanza,G Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,19.56,80.88,113,37.0,1540.0,3995.0,1745.0,5,5,2520.0,2,711858
224,Fiat,Avventura,Fiat Avventura,Multijet Dynamic,Crossover,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.5,91.73,209,45.0,1542.0,3989.0,1706.0,5,5,2510.0,0,812054
225,Fiat,Avventura,Fiat Avventura,Multijet Active,Crossover,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.5,91.73,209,45.0,1542.0,3989.0,1706.0,5,5,2510.0,0,726037
226,Fiat,Avventura,Fiat Avventura,Multijet Emotion,Crossover,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.5,91.73,209,45.0,1542.0,3989.0,1706.0,5,5,2510.0,2,893867
227,Honda,Jazz,Honda Jazz,V Petrol,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1199,4,18.2,88.77,110,40.0,1544.0,3955.0,1694.0,5,5,2530.0,2,759900
228,Honda,Jazz,Honda Jazz,Vx Cvt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1199,4,19.0,88.77,110,40.0,1544.0,3955.0,1694.0,5,5,2530.0,2,927180
229,Honda,Jazz,Honda Jazz,Vx Petrol,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1199,4,18.2,88.77,110,40.0,1544.0,3955.0,1694.0,5,5,2530.0,2,804780
230,Honda,Jazz,Honda Jazz,V Cvt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1199,4,19.0,88.77,110,40.0,1544.0,3955.0,1694.0,5,5,2530.0,2,882300
231,Honda,Jazz,Honda Jazz,S Diesel,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1498,4,27.3,98.63,200,40.0,1544.0,3955.0,1694.0,5,5,2530.0,2,832830
232,Honda,Jazz,Honda Jazz,V Diesel,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1498,4,27.3,98.63,200,40.0,1544.0,3955.0,1694.0,5,5,2530.0,2,914430
233,Honda,Jazz,Honda Jazz,Vx Diesel,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1498,4,27.3,98.63,200,40.0,1544.0,3955.0,1694.0,5,5,2530.0,2,959310
234,Honda,Jazz,Honda Jazz,Exclusive Edition Cvt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1199,4,18.2,87.78,110,40.0,1544.0,3955.0,1694.0,5,5,2530.0,2,946560
235,Jeep,Compass Trailhawk,Jeep Compass Trailhawk,2.0 Trailhawk 4X4 At,SUV,Diesel,Automatic,AWD (All Wheel Drive),1956,4,16.3,170.63,350,60.0,1657.0,4398.0,1818.0,5,5,2636.0,6,2733600
236,Jeep,Compass Trailhawk,Jeep Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,SUV,Diesel,Automatic,AWD (All Wheel Drive),1956,4,16.3,170.63,350,60.0,1657.0,4398.0,1818.0,5,5,2636.0,6,2815200
237,Isuzu,Mu-X,Isuzu Mu-X,4X2,SUV,Diesel,Automatic,RWD (Rear Wheel Drive),2999,4,13.8,174.58,380,76.0,1840.0,4825.0,1860.0,5,7,2845.0,2,2789530
238,Isuzu,Mu-X,Isuzu Mu-X,4X4,SUV,Diesel,Automatic,AWD (All Wheel Drive),2999,4,13.8,174.58,380,76.0,1840.0,4825.0,1860.0,5,7,2845.0,2,2990164
240,Mahindra,Alturas G4,Mahindra Alturas G4,4Wd At,SUV,Diesel,Automatic,4WD,2157,4,12.05,175.56,420,70.0,1.845,4850.0,1960.0,5,7,2865.0,9,3131553
241,Volkswagen,Tiguan,Volkswagen Tiguan,Comfortline 2.0L Tdi Amt,SUV,Diesel,Automatic,AWD (All Wheel Drive),1968,4,17.06,139.07,340,71.0,1672.0,4486.0,1839.0,5,5,2677.0,6,2870790
243,Honda,Cr-V,Honda Cr-V,2Wd Petrol Cvt,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1997,4,14.4,151.89,189,57.0,1679.0,4592.0,1855.0,5,5,2660.0,6,2883541
246,Skoda,Superb Sportline,Skoda Superb Sportline,Sportline 1.8L Tsi At,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1798,4,13.7,177.54,250,66.0,1483.0,4861.0,1864.0,4,5,2841.0,8,2957590
247,Skoda,Superb Sportline,Skoda Superb Sportline,Sportline 2.0L Tdi At,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66.0,1483.0,4861.0,1864.0,4,5,2841.0,8,3212590
248,Audi,A3,Audi A3,35 Tdi Premium Plus,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,20.38,141.04,320,50.0,1416.0,4456.0,1796.0,4,5,2637.0,9,3081624
249,Audi,A3,Audi A3,35 Tdi Technology,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,20.38,141.04,320,50.0,1416.0,4456.0,1796.0,4,5,2637.0,9,3285624
250,Audi,A3,Audi A3,35 Tfsi Premium Plus,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1395,4,19.2,147.95,250,50.0,1416.0,4456.0,1796.0,4,5,2637.0,9,2979165
251,Audi,A3,Audi A3,35 Tfsi Technology,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1395,4,19.2,147.95,250,50.0,1416.0,4456.0,1796.0,4,5,2637.0,9,3183165
259,Skoda,Kodiaq,Skoda Kodiaq,Style 2.0 Tdi 4X4 At,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66.0,1483.0,4861.0,1864.0,4,5,2841.0,8,3365590
260,Skoda,Kodiaq,Skoda Kodiaq,Laurin And Klement,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,18.19,145.98,340,66.0,1483.0,4861.0,1864.0,4,5,2841.0,9,3752170
261,Skoda,Kodiaq,Skoda Kodiaq,Corporate Edition,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66.0,1483.0,4861.0,1864.0,4,5,2841.0,9,3365590
262,Dc,Avanti,Dc Avanti,Standard,Coupe,Petrol,Manual,RWD (Rear Wheel Drive),2000,4,10.0,246.58,340,60.0,1200.0,4565.0,2120.0,2,2,2700.0,0,3475555
263,Audi,Q3,Audi Q3,30 Tdi Premium Fwd,SUV,Diesel,Manual,FWD (Front Wheel Drive),1968,4,15.73,145.98,340,64.0,1608.0,4388.0,1831.0,5,5,2603.0,6,3750744
264,Audi,Q3,Audi Q3,35 Tdi Quattro Premium Plus,SUV,Diesel,Automatic,AWD (All Wheel Drive),1968,4,15.73,174.58,380,64.0,1608.0,4388.0,1831.0,5,5,2603.0,6,4072044
265,Audi,Q3,Audi Q3,35 Tdi Quattro Technology,SUV,Diesel,Automatic,AWD (All Wheel Drive),1968,4,15.73,174.58,380,64.0,1608.0,4388.0,1831.0,5,5,2603.0,6,4448220
266,Audi,Q3,Audi Q3,30 Tfsi Premium,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1395,4,16.9,147.95,250,64.0,1608.0,4388.0,1831.0,5,5,2603.0,6,3566685
275,Mini,John Cooper Works,Mini John Cooper Works,Hatch,"Sports, Hatchback",Petrol,Automatic,FWD (Front Wheel Drive),1998,4,16.47,227.84,320,44.0,1414.0,3874.0,1727.0,3,2,2495.0,2,4437000
276,Jaguar,Xe,Jaguar Xe,S Petrol,Sedan,Petrol,Automatic,RWD (Rear Wheel Drive),1997,4,11.0,246.58,365,61.0,1416.0,4691.0,1850.0,4,5,2835.0,6,4587960
277,Jaguar,Xe,Jaguar Xe,S Diesel,Sedan,Diesel,Automatic,RWD (Rear Wheel Drive),1999,4,11.0,177.54,430,56.0,1416.0,4691.0,1850.0,4,4,2835.0,6,4587960
278,Jaguar,Xe,Jaguar Xe,Se Diesel,Sedan,Diesel,Automatic,RWD (Rear Wheel Drive),1999,4,11.0,177.54,430,56.0,1416.0,4691.0,1850.0,4,4,2835.0,6,4725660
279,Jaguar,Xe,Jaguar Xe,Se Petrol,Sedan,Petrol,Automatic,RWD (Rear Wheel Drive),1997,4,11.0,246.58,365,61.0,1416.0,4691.0,1850.0,4,5,2835.0,6,4725660
280,Jaguar,Xf,Jaguar Xf,2.0 Prestige,Sedan,Petrol,Automatic,RWD (Rear Wheel Drive),1999,4,13.12,243.62,340,74.0,1460.0,4961.0,2091.0,4,5,2960.0,6,5545055
281,Jaguar,Xf,Jaguar Xf,2.0 Portfolio,Sedan,Petrol,Automatic,RWD (Rear Wheel Drive),1999,4,13.12,243.62,340,82.0,1457.0,5252.0,1899.0,4,5,3157.0,6,6194914
282,Jaguar,Xf,Jaguar Xf,2.0 Portfolio Diesel,Sedan,Diesel,Automatic,RWD (Rear Wheel Drive),1999,4,19.33,177.54,430,83.0,1457.0,5252.0,1899.0,4,5,3157.0,6,6261587
283,Jaguar,Xf,Jaguar Xf,2.0 Prestige Diesel,Sedan,Diesel,Automatic,RWD (Rear Wheel Drive),1999,4,19.33,177.54,430,66.0,1457.0,5067.0,2091.0,4,5,2960.0,6,5616754
284,Jaguar,Xf,Jaguar Xf,2.0 Pure Diesel,Sedan,Diesel,Automatic,RWD (Rear Wheel Drive),1999,4,19.33,177.54,430,66.0,1457.0,5067.0,2091.0,4,5,2960.0,6,5076621
285,Audi,A3 Cabriolet,Audi A3 Cabriolet,40 Tfsi,Convertible,Petrol,Automatic,FWD (Front Wheel Drive),1395,4,19.2,145.98,250,50.0,1409.0,4421.0,1793.0,2,4,2595.0,7,5138760
286,Audi,A6,Audi A6,Premium Plus 45 Tfsi,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1984,4,14.11,241.65,370,73.0,1455.0,4933.0,1874.0,4,5,2912.0,8,5551044
287,Audi,A6,Audi A6,Technology 45 Tfsi,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1984,4,14.11,241.65,370,73.0,1455.0,4933.0,1874.0,4,5,2912.0,8,6061044
288,Bmw,X3,Bmw X3,Xdrive 20D Luxury Line,SUV,Diesel,Automatic,4WD,1995,4,18.56,187.4,400,67.0,1678.0,4657.0,1881.0,5,5,2810.0,6,6048600
289,Bmw,X3,Bmw X3,Xdrive 30I Luxury Line,SUV,Petrol,Automatic,4WD,1998,4,18.56,244.61,350,67.0,1678.0,4657.0,1881.0,5,5,2810.0,6,5997600
290,Bmw,X3,Bmw X3,Xdrive20D Xline,SUV,Diesel,Automatic,4WD,1995,4,18.56,187.4,400,67.0,1678.0,4657.0,1881.0,5,5,2810.0,6,5712000
294,Audi,S5,Audi S5,Sportback,Sedan,Petrol,Automatic,AWD (All Wheel Drive),2995,6,13.57,328.44,500,58.0,1384.0,4718.0,1843.0,4,5,2811.0,10,7387860
298,Ford,Mustang,Ford Mustang,Fastback V8,"Sedan, Coupe",Petrol,Automatic,RWD (Rear Wheel Drive),4951,8,13.0,395.51,515,60.9,1391.0,4784.0,2080.0,3,4,2720.0,8,7611240
299,Jeep,Grand Cherokee,Jeep Grand Cherokee,Limited,SUV,Diesel,Automatic,AWD (All Wheel Drive),2987,6,12.8,236.72,570,93.5,1802.0,4828.0,1943.0,5,5,2915.0,6,8040524
300,Jeep,Grand Cherokee,Jeep Grand Cherokee,Summit,SUV,Diesel,Automatic,AWD (All Wheel Drive),2987,6,12.8,236.72,570,93.5,1802.0,4828.0,1943.0,5,5,2915.0,6,9110455
301,Jeep,Grand Cherokee,Jeep Grand Cherokee,Srt,SUV,Petrol,Automatic,AWD (All Wheel Drive),6417,8,12.8,461.6,624,93.5,1749.0,4846.0,1954.0,5,5,2915.0,7,11628000
302,Jeep,Grand Cherokee,Jeep Grand Cherokee,Summit Petrol,SUV,Petrol,Automatic,AWD (All Wheel Drive),3604,6,8.61,282.09,347,93.5,1802.0,4828.0,1943.0,5,5,2915.0,6,7665300
304,Bmw,M2 Competition,Bmw M2 Competition,Coupe,Coupe,Petrol,Automatic,RWD (Rear Wheel Drive),2979,6,10.0,404.39,550,52.0,1410.0,4461.0,1854.0,2,4,2693.0,10,8343600
305,Porsche,718,Porsche 718,Boxster,Convertible,Petrol,Automatic,RWD (Rear Wheel Drive),1988,4,7.4,295.9,380,54.0,1281.0,4379.0,1801.0,2,2,2475.0,4,9174900
306,Porsche,718,Porsche 718,Cayman,Coupe,Petrol,Automatic,RWD (Rear Wheel Drive),1988,4,7.4,295.9,380,54.0,1281.0,4379.0,1801.0,2,2,2475.0,4,8766900
312,Toyota,Land Cruiser Prado,Toyota Land Cruiser Prado,Vx L,SUV,Diesel,Automatic,4WD,2982,4,11.13,170.63,410,87.0,1880.0,4840.0,1885.0,5,7,2790.0,7,9822600
313,Lexus,Rx 450H,Lexus Rx 450H,450Hl Luxury,SUV,Petrol,Automatic,AWD (All Wheel Drive),3456,6,18.0,258.42,335,65.0,1700.0,5000.0,1895.0,4,5,2790.0,10,10098000
315,Bmw,7-Series,Bmw 7-Series,730Ld Design Pure Excellence,Sedan,Diesel,Automatic,AWD (All Wheel Drive),2993,6,17.66,261.37,620,78.0,1479.0,5120.0,2169.0,4,4,3210.0,8,12535800
316,Bmw,7-Series,Bmw 7-Series,730Ld Design Pure Excellence Signature,Sedan,Diesel,Automatic,AWD (All Wheel Drive),2993,6,17.66,261.37,620,78.0,1479.0,5120.0,2169.0,4,4,3210.0,8,13464000
317,Bmw,7-Series,Bmw 7-Series,730Ld M Sport,Sedan,Diesel,Automatic,AWD (All Wheel Drive),2993,6,17.66,261.37,620,78.0,1479.0,5120.0,2169.0,4,4,3210.0,8,13780200
318,Bmw,7-Series,Bmw 7-Series,740Li Design Pure Excellence Signature,Sedan,Petrol,Automatic,AWD (All Wheel Drive),2998,6,11.86,335.35,450,78.0,1479.0,5120.0,2169.0,4,4,3210.0,8,13780200
320,Bmw,7-Series,Bmw 7-Series,M760Li Xdrive,Sedan,Petrol,Automatic,AWD (All Wheel Drive),6592,12,7.96,600.67,850,78.0,1481.0,5219.0,2142.0,4,4,3110.0,8,24735000
325,Maserati,Levante,Maserati Levante,Diesel,SUV,Diesel,Automatic,AWD (All Wheel Drive),2987,6,7.9,271.24,600,80.0,1679.0,5003.0,2158.0,4,4,3004.0,6,14802295
326,Maserati,Levante,Maserati Levante,Gransport,SUV,Diesel,Automatic,AWD (All Wheel Drive),2979,6,7.9,345.21,500,80.0,1679.0,5003.0,2158.0,5,4,3004.0,6,15161049
327,Maserati,Levante,Maserati Levante,Granlusson,SUV,Diesel,Automatic,AWD (All Wheel Drive),2979,6,7.9,424.12,580,80.0,1679.0,5003.0,2158.0,5,4,3004.0,6,15691066
331,Maserati,Granturismo,Maserati Granturismo,Sport,Coupe,Petrol,Automatic,RWD (Rear Wheel Drive),4691,8,10.0,453.71,520,86.0,1353.0,4881.0,1915.0,2,4,2942.0,6,17574170
332,Maserati,Quattroporte,Maserati Quattroporte,Granlusso,Sports,Diesel,Automatic,RWD (Rear Wheel Drive),2987,6,7.9,271.24,600,70.0,1481.0,5262.0,1948.0,4,4,3171.0,6,18258000
336,Porsche,Panamera,Porsche Panamera,Turbo,Sedan,Petrol,Automatic,AWD (All Wheel Drive),3996,8,10.63,542.48,770,90.0,1427.0,5049.0,1937.0,4,4,2950.0,6,21688260
337,Porsche,Panamera,Porsche Panamera,Turbo Executive,Sedan,Petrol,Automatic,AWD (All Wheel Drive),3996,8,10.63,542.48,770,90.0,1432.0,5199.0,1937.0,4,4,3100.0,6,23065260
338,Porsche,Panamera,Porsche Panamera,Turbo Sport Turismo,Sedan,Petrol,Automatic,AWD (All Wheel Drive),3996,8,10.63,542.48,770,90.0,1432.0,5049.0,1937.0,4,4,2950.0,6,22181940
341,Audi,R8,Audi R8,V10 Plus,Coupe,Petrol,Automatic,AWD (All Wheel Drive),5204,10,6.71,601.66,560,75.0,1252.0,4440.0,2029.0,2,2,2650.0,8,27789900
342,Lamborghini,Urus,Lamborghini Urus,V8,SUV,Petrol,Automatic,AWD (All Wheel Drive),3996,8,7.8,641.11,850,75.0,1638.0,5112.0,2181.0,5,5,3003.0,8,30600000
343,Bentley,Continental Gt,Bentley Continental Gt,Coupe,Coupe,Petrol,Automatic,AWD (All Wheel Drive),5998,12,8.6,581.93,720,90.0,1401.0,4807.0,2226.0,2,4,2746.0,6,34466880
344,Ferrari,Portofino,Ferrari Portofino,V8 Convertible,Convertible,Petrol,Automatic,AWD (All Wheel Drive),3855,8,9.0,552.34,755,92.0,1320.0,4569.0,1910.0,2,2,2669.0,4,35700000
345,Bentley,Bentayga,Bentley Bentayga,W12,SUV,Petrol,Automatic,AWD (All Wheel Drive),5950,12,19.0,599.68,900,85.0,1742.0,5141.0,1998.0,5,5,2992.0,6,46860388
346,Bentley,Bentayga,Bentley Bentayga,V8,SUV,Petrol,Automatic,AWD (All Wheel Drive),3996,12,8.77,542.48,770,85.0,1742.0,5140.0,1998.0,5,5,2995.0,6,38292910
348,Ferrari,458 Speciale,Ferrari 458 Speciale,Coupe,Coupe,Petrol,Automatic,AWD (All Wheel Drive),4497,8,9.0,596.72,540,86.0,1203.0,4571.0,1951.0,2,2,2650.0,5,43382130
352,Bentley,Mulsanne,Bentley Mulsanne,Sedan,Sedan,Petrol,Automatic,RWD (Rear Wheel Drive),6752,8,9.5,505.0,1020,90.0,1521.0,5575.0,2208.0,4,4,3266.0,6,53622719
359,Maruti Suzuki,Alto,Maruti Suzuki Alto,Std,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,0,300696
360,Maruti Suzuki,Alto,Maruti Suzuki Alto,Std (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,2,305898
361,Maruti Suzuki,Alto,Maruti Suzuki Alto,Lxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),796,3,22.05,46.36,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,0,359958
362,Maruti Suzuki,Alto,Maruti Suzuki Alto,Lxi (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,1,364344
363,Maruti Suzuki,Alto,Maruti Suzuki Alto,Vxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,2,383622
364,Maruti Suzuki,Alto,Maruti Suzuki Alto,Lxi Cng (Cng +,Hatchback,CNG + Petrol,Manual,FWD (Front Wheel Drive),796,3,22.05,46.36,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,0,413681
365,Maruti Suzuki,Alto,Maruti Suzuki Alto,Lxi (O) Cng (Cng +,Hatchback,CNG + Petrol,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,1,417373
366,Maruti Suzuki,Alto,Maruti Suzuki Alto,Vxi Plus,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),796,3,22.05,47.34,69,35.0,1475.0,3445.0,1490.0,5,5,2360.0,2,397392
367,Maruti Suzuki,S-Presso,Maruti Suzuki S-Presso,Std,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,21.4,66.08,90,27.0,1549.0,3565.0,1520.0,5,5,2380.0,1,377910
